Sno,CusID,Date,Dairy Product Consumed,Category,Buying Frequency,Online Buying Preference,Expected Delivery Time,Preferred Time Slot,Discount Expectations,Preferred Billing Type,Buying Farm Fresh Fruits Online
5565,C9,6/3/2012,Highland Full Cream Milk Powder,CreamMilkPowder,Once Every 2-3 days,5,24,6 AM to 12 Noon,Yes,Instant,Yes
5566,C6,6/3/2012,Milo,HotChocolateMilk,Once Every 2-3 days,3,24,6 PM to 11 PM,Yes,Instant,Maybe
5567,C7,6/4/2012,Elephant House Chocolate Ice Cream,Ice Cream,Once Every 2-3 days,5,12,Anytime would do,Yes,Prepaid,Yes
5568,C6,6/4/2012,Highland House Vanilla Ice Cream,Ice Cream,Once Every 2-3 days,5,12,6 AM to 12 Noon,Maybe,Any would do,Yes
5569,C2,6/5/2012,Ambewela Vanilla Flavoured Milk,HotVannilaMilk,Once Every 2-3 days,3,6,6 AM to 12 Noon,Yes,Prepaid,Yes
5570,C1,6/5/2012,Pelawatte Full Cream Milk Powder,CreamMilkPowder,Once Every 2-3 days,1,24,6 AM to 12 Noon,Yes,Instant,Maybe
5571,C2,6/5/2012,Pelawatter Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,6,12,6 AM to 12 Noon,Yes,Any would do,Yes
5572,C4,6/5/2012,Highland Cheese Spread,Cheese,Once Every 2-3 days,9,24,6 AM to 12 Noon,Maybe,Instant,Yes
5573,C2,6/5/2012,Anchor Butter,Butter,Once Every 2-3 days,5,12,6 PM to 11 PM,Maybe,Any would do,Maybe
5574,C9,6/6/2012,Highland Full Cream Milk Powder,CreamMilkPowder,Once Every 2-3 days,6,24,Anytime would do,Yes,"Postpaid, Instant",Yes
5575,C10,6/6/2012,Pelawatte Full Cream Milk Powder,CreamMilkPowder,Once Every 2-3 days,4,24,6 AM to 12 Noon,Yes,"Postpaid, Instant",Yes
5576,C3,6/8/2012,Anchor Butter,Butter,Once Every 2-3 days,2,6,Anytime would do,Maybe,Instant,Yes
5577,C10,6/9/2012,Anchor Vanilla Yoghurt,Yoghurt,Once a day,7,24,6 AM to 12 Noon,Yes,Instant,Maybe
5578,C2,6/9/2012,Anchor Low Fat Milk Powder,NonFatMilkPowder,Once Every 2-3 days,6,12,6 PM to 11 PM,Maybe,Prepaid,Yes
5579,C6,6/10/2012,Ambewela Cheese,Cheese,Once Every 2-3 days,7,12,6 AM to 12 Noon,Yes,Any would do,Maybe
5580,C10,6/11/2012,Pelawatter Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,10,6,6 PM to 11 PM,Yes,Prepaid,Yes
5581,C1,6/13/2012,Anchor Cheese,Cheese,Once Every 2-3 days,3,6,6 AM to 12 Noon,Yes,Any would do,Maybe
5582,C8,6/13/2012,Highland Vanilla Flavoured Milk,HotVannilaMilk,Once Every 2-3 days,8,12,6 AM to 12 Noon,Yes,Instant,Yes
5583,C6,6/17/2012,Highland Non-Fat Milk Powder,NonFatMilkPowder,Once Every 2-3 days,7,24,6 AM to 12 Noon,Yes,"Postpaid, Instant",Maybe
5584,C1,6/18/2012,Ambewela Vanilla Flavoured Milk,HotVannilaMilk,Once Every 2-3 days,1,6,Anytime would do,Maybe,Instant,Yes
5585,C1,6/18/2012,Highland Non-Fat Milk Powder,NonFatMilkPowder,Once Every 2-3 days,3,6,6 AM to 12 Noon,Yes,Instant,Yes
5586,C5,6/19/2012,Pelawatte Non-Fat Milk Powder,NonFatMilkPowder,Once Every 2-3 days,2,12,6 AM to 12 Noon,No,Instant,Yes
5587,C3,6/19/2012,Pelawatte Full Cream Milk Powder,CreamMilkPowder,Once Every 2-3 days,7,6,6 AM to 12 Noon,Yes,Instant,Yes
5588,C7,6/19/2012,Highland Non-Fat Milk Powder,NonFatMilkPowder,Once Every 2-3 days,10,24,6 AM to 12 Noon,Yes,Instant,Maybe
5589,C1,6/20/2012,Milo,ColdChocolateMilk,Once Every 2-3 days,8,6,Anytime would do,Yes,Any would do,Yes
5590,C7,6/22/2012,Highland Processed Cheese,Cheese,Once Every 2-3 days,8,24,6 AM to 12 Noon,Yes,Prepaid,Maybe
5591,C3,6/22/2012,Highland Processed Cheese,Cheese,Once Every 2-3 days,5,12,6 AM to 12 Noon,Maybe,"Postpaid, Instant",Yes
5592,C1,6/23/2012,Highland Vanilla Flavoured Milk,ColdVannilaMilk,Once Every 2-3 days,5,6,6 AM to 12 Noon,Yes,Instant,Maybe
5593,C6,6/23/2012,Highland House Cocolate Ice Cream,Ice Cream,Once Every 2-3 days,8,12,6 AM to 12 Noon,Yes,Instant,Yes
5594,C9,6/24/2012,Highland Chocolate Flavoured Milk,ColdChocolateMilk,Once Every 2-3 days,8,12,6 AM to 12 Noon,Yes,Instant,Yes
5595,C6,6/25/2012,Elephant House Vanilla Ice Cream,Ice Cream,Once Every 2-3 days,2,12,6 AM to 12 Noon,Yes,Instant,Yes
5596,C5,6/26/2012,Highland Vanilla Flavoured Milk,HotVannilaMilk,Once Every 2-3 days,6,6,6 AM to 12 Noon,Yes,Instant,Yes
5597,C10,6/26/2012,Anchor Butter,Butter,Once Every 2-3 days,9,6,6 AM to 12 Noon,No,Prepaid,Maybe
5598,C9,6/26/2012,Pelawatte Full Cream Milk Powder,CreamMilkPowder,Once Every 2-3 days,4,24,6 AM to 12 Noon,Yes,Instant,Yes
5599,C8,6/28/2012,Highland Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,10,24,6 AM to 12 Noon,Yes,Prepaid,Maybe
5600,C9,6/28/2012,Pelawatte Non-Fat Milk Powder,NonFatMilkPowder,Once Every 2-3 days,3,6,6 AM to 12 Noon,Yes,"Postpaid, Instant",Maybe
5601,C3,6/30/2012,Highland Butter,Butter,Once Every 2-3 days,6,24,6 AM to 12 Noon,Maybe,"Postpaid, Instant",Maybe
5602,C6,7/2/2012,Highland Cheese Spread,Cheese,Once Every 2-3 days,5,24,6 AM to 12 Noon,Yes,Instant,Maybe
5603,C5,7/2/2012,Ambewela Vanilla Flavoured Milk,HotVannilaMilk,Once Every 2-3 days,9,6,Anytime would do,No,Instant,Yes
5604,C3,7/4/2012,Ambewela Vanilla Flavoured Milk,ColdVannilaMilk,Once Every 2-3 days,10,12,6 AM to 12 Noon,Yes,Any would do,Yes
5605,C7,7/4/2012,Highland Cheese Spread,Cheese,Once Every 2-3 days,4,24,6 PM to 11 PM,Maybe,Any would do,Yes
5606,C4,7/4/2012,Anchor Butter,Butter,Once Every 2-3 days,4,6,6 AM to 12 Noon,Yes,Instant,Maybe
5607,C1,7/6/2012,Highland Chocolate Flavoured Milk,HotChocolateMilk,Once Every 2-3 days,7,24,6 AM to 12 Noon,Yes,Prepaid,Maybe
5608,C10,7/7/2012,Ambewela Cheese,Cheese,Once Every 2-3 days,2,12,Anytime would do,Yes,Any would do,Yes
5609,C7,7/10/2012,Highland Chocolate Flavoured Milk,HotChocolateMilk,Once Every 2-3 days,4,12,6 AM to 12 Noon,Maybe,Instant,Yes
5610,C8,7/11/2012,Anchor Full Cream Milk Powder,CreamMilkPowder,Once Every 2-3 days,8,24,6 AM to 12 Noon,No,Prepaid,Maybe
5611,C7,7/11/2012,Anchor Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,6,24,6 AM to 12 Noon,Yes,Instant,Yes
5612,C3,7/12/2012,Highland Chocolate Flavoured Milk,ColdChocolateMilk,Once Every 2-3 days,8,12,6 AM to 12 Noon,Yes,Instant,Yes
5613,C3,7/12/2012,Milo,ColdChocolateMilk,Once Every 2-3 days,5,24,6 AM to 12 Noon,No,"Postpaid, Instant",Maybe
5614,C4,7/13/2012,Anchor Cheese,Cheese,Once Every 2-3 days,6,6,Anytime would do,Yes,Instant,Yes
5615,C5,7/13/2012,Highland House Vanilla Ice Cream,Ice Cream,Once Every 2-3 days,8,6,6 PM to 11 PM,Yes,Any would do,Maybe
5616,C7,7/13/2012,Pelawatte Full Cream Milk Powder,CreamMilkPowder,Once Every 2-3 days,9,6,6 AM to 12 Noon,Yes,Instant,Yes
5617,C1,7/13/2012,Anchor Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,2,24,Anytime would do,Yes,Prepaid,Maybe
5618,C4,7/14/2012,Highland Chocolate Flavoured Milk,HotChocolateMilk,Once Every 2-3 days,7,24,6 AM to 12 Noon,Yes,Instant,Yes
5619,C5,7/17/2012,Anchor Cheese,Cheese,Once Every 2-3 days,6,12,6 AM to 12 Noon,Yes,Instant,Yes
5620,C3,7/17/2012,Highland Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,8,6,6 PM to 11 PM,Yes,Instant,Yes
5621,C9,7/18/2012,Pelawatter Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,3,12,6 AM to 12 Noon,Yes,Instant,Yes
5622,C8,7/19/2012,Anchor Low Fat Milk Powder,NonFatMilkPowder,Once Every 2-3 days,7,12,6 AM to 12 Noon,Maybe,"Postpaid, Instant",Maybe
5623,C10,7/20/2012,Ambewela Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,2,24,6 AM to 12 Noon,No,Instant,Maybe
5624,C1,7/21/2012,Anchor Strawberry Yoghurt,Yoghurt,Once a day,5,12,6 AM to 12 Noon,Yes,Prepaid,Yes
5625,C4,7/23/2012,Pelawatte Full Cream Milk Powder,CreamMilkPowder,Once Every 2-3 days,2,24,Anytime would do,Yes,Any would do,Maybe
5626,C9,7/25/2012,Milo,HotChocolateMilk,Once Every 2-3 days,4,24,6 AM to 12 Noon,Yes,Instant,Maybe
5627,C5,7/27/2012,Pelawatter Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,6,12,6 AM to 12 Noon,Yes,Instant,Yes
5628,C5,7/30/2012,Anchor Full Cream Milk Powder,CreamMilkPowder,Once Every 2-3 days,3,12,6 AM to 12 Noon,Yes,Any would do,Yes
5629,C5,8/3/2012,Anchor Butter,Butter,Once Every 2-3 days,1,12,6 PM to 11 PM,No,Instant,Yes
5630,C10,8/4/2012,Highland Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,2,24,6 AM to 12 Noon,Yes,Instant,Yes
5631,C10,8/4/2012,Anchor Cheese,Cheese,Once Every 2-3 days,9,24,6 AM to 12 Noon,Yes,Prepaid,Yes
5632,C6,8/4/2012,Highland Non-Fat Milk Powder,NonFatMilkPowder,Once Every 2-3 days,6,6,6 AM to 12 Noon,No,Any would do,Maybe
5633,C4,8/8/2012,Highland Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,8,24,6 PM to 11 PM,Yes,Instant,Yes
5634,C3,8/8/2012,Highland House Vanilla Ice Cream,Ice Cream,Once Every 2-3 days,8,6,6 AM to 12 Noon,No,Instant,Yes
5635,C9,8/9/2012,Pelawatter Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,6,6,6 AM to 12 Noon,Yes,"Postpaid, Instant",Yes
5636,C7,8/9/2012,Pelawatte Chocolate Ice Cream,Ice Cream,Once Every 2-3 days,2,12,6 AM to 12 Noon,Yes,"Postpaid, Instant",Yes
5637,C4,8/9/2012,Anchor Full Cream Milk Powder,CreamMilkPowder,Once Every 2-3 days,6,24,6 AM to 12 Noon,Yes,Instant,Maybe
5638,C6,8/9/2012,Elephant House Vanilla Ice Cream,Ice Cream,Once Every 2-3 days,1,6,Anytime would do,Yes,Instant,Yes
5639,C1,8/10/2012,Highland House Cocolate Ice Cream,Ice Cream,Once Every 2-3 days,9,12,6 PM to 11 PM,Yes,"Postpaid, Instant",Yes
5640,C7,8/10/2012,Anchor Strawberry Yoghurt,Yoghurt,Once Every 2-3 days,8,6,6 AM to 12 Noon,Yes,Instant,Yes
5641,C3,8/11/2012,Ambewela Cheese,Cheese,Once Every 2-3 days,8,6,6 AM to 12 Noon,Yes,Instant,Maybe
5642,C2,8/14/2012,Anchor Butter,Butter,Once Every 2-3 days,10,12,6 AM to 12 Noon,Maybe,"Postpaid, Instant",Maybe
5643,C5,8/15/2012,Ambewela Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,5,24,Anytime would do,Maybe,Instant,Yes
5644,C1,8/17/2012,Anchor Full Cream Milk Powder,CreamMilkPowder,Once Every 2-3 days,8,24,Anytime would do,Yes,Any would do,Yes
5645,C9,8/17/2012,Highland Full Cream Milk Powder,CreamMilkPowder,Once Every 2-3 days,2,12,6 AM to 12 Noon,Yes,Prepaid,Maybe
5646,C3,8/20/2012,Anchor Low Fat Milk Powder,NonFatMilkPowder,Once Every 2-3 days,7,6,Anytime would do,Yes,Instant,Maybe
5647,C8,8/21/2012,Pelawatte Chocolate Ice Cream,Ice Cream,Once Every 2-3 days,8,24,6 AM to 12 Noon,Yes,Any would do,Maybe
5648,C4,8/22/2012,Anchor Butter,Butter,Once Every 2-3 days,10,6,6 AM to 12 Noon,Yes,Instant,Yes
5649,C9,8/23/2012,Highland Non-Fat Milk Powder,NonFatMilkPowder,Once Every 2-3 days,4,6,6 PM to 11 PM,Yes,Any would do,Yes
5650,C1,8/23/2012,Highland Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,1,6,6 PM to 11 PM,Yes,Instant,Maybe
5651,C9,8/26/2012,Pelawatte Non-Fat Milk Powder,NonFatMilkPowder,Once Every 2-3 days,6,12,6 AM to 12 Noon,No,Any would do,Maybe
5652,C3,8/26/2012,Highland Vanilla Flavoured Milk,HotVannilaMilk,Once Every 2-3 days,5,6,6 PM to 11 PM,Yes,Instant,Yes
5653,C4,8/27/2012,Highland Non-Fat Milk Powder,NonFatMilkPowder,Once Every 2-3 days,2,6,6 AM to 12 Noon,Yes,Instant,Maybe
5654,C6,8/27/2012,Elephant House Vanilla Ice Cream,Ice Cream,Once Every 2-3 days,8,24,6 AM to 12 Noon,Yes,Instant,Yes
5655,C8,8/29/2012,Elephant House Chocolate Ice Cream,Ice Cream,Once Every 2-3 days,4,12,6 AM to 12 Noon,No,"Postpaid, Instant",Yes
5656,C6,8/31/2012,Anchor Cheese,Cheese,Once Every 2-3 days,8,24,Anytime would do,Yes,Instant,Maybe
5657,C6,9/1/2012,Highland Chocolate Flavoured Milk,HotChocolateMilk,Once Every 2-3 days,3,24,Anytime would do,Yes,Instant,Yes
5658,C5,9/3/2012,Anchor Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,7,6,6 AM to 12 Noon,Yes,Prepaid,Yes
5659,C8,9/4/2012,Highland Butter,Butter,Once Every 2-3 days,9,12,Anytime would do,Yes,Prepaid,Maybe
5660,C8,9/4/2012,Anchor Low Fat Milk Powder,NonFatMilkPowder,Once Every 2-3 days,7,12,6 AM to 12 Noon,Maybe,Instant,Yes
5661,C10,9/6/2012,Ambewela Vanilla Yoghurt,Yoghurt,Twice a day,3,24,6 AM to 12 Noon,Yes,"Postpaid, Instant",Yes
5662,C1,9/7/2012,Pelawatte Non-Fat Milk Powder,NonFatMilkPowder,Once Every 2-3 days,9,24,6 AM to 12 Noon,Yes,Instant,Maybe
5663,C7,9/7/2012,Pelawatte Non-Fat Milk Powder,NonFatMilkPowder,Once Every 2-3 days,1,24,Anytime would do,Yes,Instant,Maybe
5664,C8,9/8/2012,Highland Chocolate Flavoured Milk,ColdChocolateMilk,Once a day,9,12,6 AM to 12 Noon,Yes,Instant,Yes
5665,C6,9/9/2012,Ambewela Chocolate Flavoured Milk,HotChocolateMilk,Once Every 2-3 days,10,24,6 AM to 12 Noon,Maybe,Instant,Maybe
5666,C10,9/10/2012,Ambewela Cheese,Cheese,Once Every 2-3 days,8,12,Anytime would do,No,Instant,Yes
5667,C2,9/11/2012,Pelawatte Full Cream Milk Powder,CreamMilkPowder,Once Every 2-3 days,8,6,6 PM to 11 PM,Yes,Instant,Yes
5668,C5,9/13/2012,Ambewela Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,8,24,6 AM to 12 Noon,No,"Postpaid, Instant",Yes
5669,C7,9/13/2012,Pelawatte Chocolate Ice Cream,Ice Cream,Once Every 2-3 days,6,24,6 AM to 12 Noon,Yes,Prepaid,Yes
5670,C5,9/13/2012,Highland House Cocolate Ice Cream,Ice Cream,Once Every 2-3 days,6,6,6 AM to 12 Noon,Yes,Instant,Yes
5671,C10,9/14/2012,Pelawatte Full Cream Milk Powder,CreamMilkPowder,Once Every 2-3 days,2,12,6 AM to 12 Noon,Yes,Prepaid,Yes
5672,C4,9/14/2012,Pelawatte Non-Fat Milk Powder,NonFatMilkPowder,Once Every 2-3 days,8,6,6 PM to 11 PM,Yes,"Postpaid, Instant",Yes
5673,C4,9/14/2012,Elephant House Vanilla Ice Cream,Ice Cream,Once Every 2-3 days,3,24,6 AM to 12 Noon,Yes,"Postpaid, Instant",Yes
5674,C10,9/17/2012,Highland Cheese Spread,Cheese,Once Every 2-3 days,7,12,Anytime would do,Yes,Instant,Yes
5675,C7,9/17/2012,Ambewela Vanilla Flavoured Milk,ColdVannilaMilk,Once Every 2-3 days,2,24,6 PM to 11 PM,Yes,"Postpaid, Instant",Maybe
5676,C9,9/17/2012,Ambewela Chocolate Flavoured Milk,ColdChocolateMilk,Once Every 2-3 days,7,24,6 AM to 12 Noon,Maybe,Any would do,Yes
5677,C2,9/18/2012,Pelawatte Non-Fat Milk Powder,NonFatMilkPowder,Once Every 2-3 days,7,6,6 PM to 11 PM,Yes,Instant,Yes
5678,C5,9/19/2012,Highland Processed Cheese,Cheese,Once Every 2-3 days,2,6,6 AM to 12 Noon,Yes,Any would do,Maybe
5679,C9,9/19/2012,Anchor Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,8,12,6 AM to 12 Noon,No,Prepaid,Maybe
5680,C2,9/20/2012,Ambewela Cheese,Cheese,Once Every 2-3 days,2,24,Anytime would do,Yes,Instant,Maybe
5681,C9,9/20/2012,Anchor Butter,Butter,Once Every 2-3 days,3,24,6 AM to 12 Noon,Yes,Instant,Maybe
5682,C1,9/21/2012,Pelawatte Non-Fat Milk Powder,NonFatMilkPowder,Once Every 2-3 days,7,24,6 AM to 12 Noon,Maybe,Instant,Yes
5683,C1,9/21/2012,Highland Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,8,24,6 PM to 11 PM,Yes,Instant,Yes
5684,C7,9/22/2012,Anchor Low Fat Milk Powder,NonFatMilkPowder,Once Every 2-3 days,7,6,6 AM to 12 Noon,Yes,Instant,Yes
5685,C1,9/24/2012,Highland Chocolate Flavoured Milk,ColdChocolateMilk,Once a day,6,6,6 AM to 12 Noon,Maybe,Instant,Yes
5686,C4,9/24/2012,Highland Butter,Butter,Once Every 2-3 days,6,12,6 AM to 12 Noon,No,Instant,Yes
5687,C6,9/25/2012,Highland Butter,Butter,Once Every 2-3 days,5,12,6 PM to 11 PM,Yes,Any would do,Maybe
5688,C3,9/27/2012,Highland Full Cream Milk Powder,CreamMilkPowder,Once Every 2-3 days,6,24,6 AM to 12 Noon,Yes,Any would do,Maybe
5689,C3,9/27/2012,Highland House Vanilla Ice Cream,Ice Cream,Once Every 2-3 days,6,24,6 AM to 12 Noon,Yes,Instant,Yes
5690,C8,9/27/2012,Anchor Strawberry Yoghurt,Yoghurt,Once Every 2-3 days,10,6,6 AM to 12 Noon,Yes,Instant,Maybe
5691,C5,9/29/2012,Highland Butter,Butter,Once Every 2-3 days,10,24,Anytime would do,Yes,Instant,Maybe
5692,C7,10/2/2012,Highland House Cocolate Ice Cream,Ice Cream,Once Every 2-3 days,8,6,6 AM to 12 Noon,Yes,Instant,Maybe
5693,C5,10/2/2012,Anchor Cheese,Cheese,Once Every 2-3 days,8,24,6 PM to 11 PM,No,Instant,Maybe
5694,C10,10/3/2012,Pelawatte Chocolate Ice Cream,Ice Cream,Once Every 2-3 days,7,24,6 AM to 12 Noon,Yes,Instant,Maybe
5695,C10,10/4/2012,Ambewela Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,5,24,6 AM to 12 Noon,Yes,Instant,Yes
5696,C7,10/6/2012,Anchor Butter,Butter,Once Every 2-3 days,6,6,6 AM to 12 Noon,Yes,Prepaid,Maybe
5697,C8,10/6/2012,Pelawatter Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,1,24,6 AM to 12 Noon,Yes,"Postpaid, Instant",Maybe
5698,C10,10/6/2012,Pelawatter Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,6,24,6 AM to 12 Noon,Yes,Instant,Maybe
5699,C10,10/8/2012,Pelawatte Full Cream Milk Powder,CreamMilkPowder,Once Every 2-3 days,2,24,6 AM to 12 Noon,Yes,Instant,Yes
5700,C4,10/9/2012,Highland Butter,Butter,Once Every 2-3 days,9,12,6 AM to 12 Noon,Maybe,Any would do,Maybe
5701,C2,10/9/2012,Ambewela Chocolate Flavoured Milk,HotChocolateMilk,Once Every 2-3 days,6,12,6 AM to 12 Noon,Yes,Instant,Yes
5702,C6,10/10/2012,Elephant House Chocolate Ice Cream,Ice Cream,Once Every 2-3 days,8,6,6 PM to 11 PM,Yes,Instant,Maybe
5703,C9,10/11/2012,Ambewela Cheese,Cheese,Once a day,6,12,6 AM to 12 Noon,Yes,Instant,Yes
5704,C1,10/12/2012,Pelawatte Non-Fat Milk Powder,NonFatMilkPowder,Once Every 2-3 days,6,6,6 AM to 12 Noon,Maybe,"Postpaid, Instant",Yes
5705,C8,10/14/2012,Pelawatte Non-Fat Milk Powder,NonFatMilkPowder,Once Every 2-3 days,1,6,6 AM to 12 Noon,Yes,Instant,Yes
5706,C1,10/14/2012,Anchor Butter,Butter,Once Every 2-3 days,1,12,6 AM to 12 Noon,Yes,Instant,Maybe
5707,C2,10/15/2012,Anchor Low Fat Milk Powder,NonFatMilkPowder,Once Every 2-3 days,3,12,Anytime would do,Maybe,Instant,Yes
5708,C2,10/16/2012,Anchor Cheese,Cheese,Once Every 2-3 days,1,24,6 AM to 12 Noon,Yes,"Postpaid, Instant",Yes
5709,C4,10/17/2012,Ambewela Vanilla Flavoured Milk,HotVannilaMilk,Once Every 2-3 days,7,24,6 AM to 12 Noon,No,Instant,Yes
5710,C3,10/17/2012,Highland Non-Fat Milk Powder,NonFatMilkPowder,Once Every 2-3 days,7,12,6 AM to 12 Noon,Yes,Prepaid,Yes
5711,C7,10/18/2012,Pelawatte Full Cream Milk Powder,CreamMilkPowder,Once Every 2-3 days,1,24,6 AM to 12 Noon,Yes,Prepaid,Maybe
5712,C5,10/19/2012,Highland Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,7,6,Anytime would do,Yes,Prepaid,Maybe
5713,C6,10/22/2012,Highland Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,6,24,6 AM to 12 Noon,Maybe,"Postpaid, Instant",Yes
5714,C4,10/23/2012,Anchor Strawberry Yoghurt,Yoghurt,Once Every 2-3 days,1,24,6 AM to 12 Noon,Yes,Instant,Yes
5715,C6,10/24/2012,Highland Vanilla Flavoured Milk,ColdVannilaMilk,Once Every 2-3 days,8,12,6 AM to 12 Noon,Maybe,"Postpaid, Instant",Yes
5716,C3,10/25/2012,Elephant House Vanilla Ice Cream,Ice Cream,Once Every 2-3 days,5,6,Anytime would do,Yes,Prepaid,Yes
5717,C6,10/25/2012,Elephant House Chocolate Ice Cream,Ice Cream,Once Every 2-3 days,3,12,6 AM to 12 Noon,Yes,Prepaid,Yes
5718,C3,10/25/2012,Ambewela Vanilla Flavoured Milk,HotVannilaMilk,Once Every 2-3 days,9,6,Anytime would do,No,Instant,Maybe
5719,C9,10/26/2012,Highland House Vanilla Ice Cream,Ice Cream,Once Every 2-3 days,3,6,6 AM to 12 Noon,Maybe,Any would do,Yes
5720,C2,10/27/2012,Highland Cheese Spread,Cheese,Once Every 2-3 days,8,12,Anytime would do,Yes,Instant,Yes
5721,C3,10/27/2012,Anchor Butter,Butter,Once Every 2-3 days,5,24,6 AM to 12 Noon,No,Prepaid,Maybe
5722,C4,10/27/2012,Ambewela Chocolate Flavoured Milk,ColdChocolateMilk,Once Every 2-3 days,1,12,6 PM to 11 PM,Yes,Prepaid,Yes
5723,C8,10/27/2012,Highland Chocolate Flavoured Milk,HotChocolateMilk,Once Every 2-3 days,1,6,6 PM to 11 PM,Yes,"Postpaid, Instant",Maybe
5724,C2,10/27/2012,Elephant House Chocolate Ice Cream,Ice Cream,Once Every 2-3 days,8,6,Anytime would do,Maybe,Instant,Yes
5725,C5,10/28/2012,Elephant House Chocolate Ice Cream,Ice Cream,Once Every 2-3 days,3,24,6 AM to 12 Noon,Yes,Instant,Maybe
5726,C5,10/29/2012,Anchor Cheese,Cheese,Once Every 2-3 days,9,24,Anytime would do,Yes,Instant,Yes
5727,C8,10/30/2012,Anchor Low Fat Milk Powder,NonFatMilkPowder,Once Every 2-3 days,2,6,6 PM to 11 PM,No,Instant,Yes
5728,C8,10/30/2012,Highland Vanilla Flavoured Milk,ColdVannilaMilk,Once every 2-3 days,4,24,6 AM to 12 Noon,Maybe,"Postpaid, Instant",Maybe
5729,C3,10/31/2012,Anchor Cheese,Cheese,Once Every 2-3 days,7,6,6 AM to 12 Noon,No,Prepaid,Yes
5730,C8,11/1/2012,Highland House Cocolate Ice Cream,Ice Cream,Once Every 2-3 days,6,6,Anytime would do,Maybe,Instant,Yes
5731,C1,11/2/2012,Pelawatter Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,7,6,6 AM to 12 Noon,Yes,Any would do,Maybe
5732,C6,11/3/2012,Ambewela Cheese,Cheese,Once Every 2-3 days,4,12,6 PM to 11 PM,Yes,Any would do,Maybe
5733,C10,11/5/2012,Elephant House Vanilla Ice Cream,Ice Cream,Once Every 2-3 days,5,6,Anytime would do,Yes,Instant,Maybe
5734,C3,11/6/2012,Anchor Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,7,12,6 AM to 12 Noon,No,Instant,Yes
5735,C3,11/9/2012,Pelawatte Full Cream Milk Powder,CreamMilkPowder,Once Every 2-3 days,5,24,6 PM to 11 PM,Yes,Instant,Maybe
5736,C5,11/10/2012,Pelawatte Chocolate Ice Cream,Ice Cream,Once Every 2-3 days,8,6,6 AM to 12 Noon,Yes,Prepaid,Maybe
5737,C10,11/10/2012,Highland House Cocolate Ice Cream,Ice Cream,Once Every 2-3 days,6,12,Anytime would do,Yes,Any would do,Yes
5738,C4,11/11/2012,Anchor Butter,Butter,Once Every 2-3 days,6,6,6 AM to 12 Noon,Yes,Instant,Yes
5739,C2,11/11/2012,Anchor Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,7,12,6 AM to 12 Noon,Yes,Any would do,Yes
5740,C9,11/13/2012,Anchor Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,3,12,Anytime would do,Maybe,Instant,Maybe
5741,C7,11/13/2012,Anchor Low Fat Milk Powder,NonFatMilkPowder,Once Every 2-3 days,9,24,6 AM to 12 Noon,Yes,Instant,Maybe
5742,C9,11/14/2012,Highland House Cocolate Ice Cream,Ice Cream,Once Every 2-3 days,3,24,6 AM to 12 Noon,Yes,"Postpaid, Instant",Yes
5743,C5,11/15/2012,Elephant House Chocolate Ice Cream,Ice Cream,Once Every 2-3 days,8,6,6 AM to 12 Noon,Yes,Prepaid,Yes
5744,C9,11/16/2012,Pelawatter Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,10,6,6 AM to 12 Noon,Maybe,Prepaid,Yes
5745,C8,11/18/2012,Pelawatte Chocolate Ice Cream,Ice Cream,Once a day,10,6,6 AM to 12 Noon,No,Instant,Maybe
5746,C7,11/18/2012,Pelawatter Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,9,12,6 PM to 11 PM,Yes,Instant,Yes
5747,C7,11/20/2012,Pelawatte Chocolate Ice Cream,Ice Cream,Once Every 2-3 days,4,24,Anytime would do,Yes,Prepaid,Yes
5748,C1,11/21/2012,Anchor Cheese,Cheese,Once Every 2-3 days,9,6,6 AM to 12 Noon,Yes,Instant,Maybe
